year,State,loan_status,frequency
2008,NV,0,0.586206896552
2008,NV,3,0.413793103448
2008,NY,0,0.814606741573
2008,NY,3,0.185393258427
2008,OH,0,0.906666666667
2008,OH,3,0.0933333333333
2008,OK,0,0.866666666667
2008,OK,3,0.133333333333
2008,OR,0,0.846153846154
2008,OR,3,0.153846153846
2008,PA,0,0.819277108434
2008,PA,3,0.180722891566
2008,RI,0,0.875
2008,RI,3,0.125
2008,SC,0,0.857142857143
2008,SC,3,0.142857142857
2008,SD,0,1.0
2008,TN,0,0.8
2008,TN,3,0.2
2008,TX,0,0.817647058824
2008,TX,3,0.182352941176
2008,UT,0,0.631578947368
2008,UT,3,0.368421052632
2008,VA,0,0.857142857143
2008,VA,3,0.142857142857
2008,VT,0,1.0
2008,WA,0,0.755102040816
2008,WA,3,0.244897959184
2008,WI,0,0.863636363636
2008,WI,3,0.136363636364
2008,WV,0,1.0
2009,AK,0,0.777777777778
2009,AK,3,0.222222222222
2009,AL,0,0.875
2009,AL,3,0.125
2009,AR,0,0.791666666667
2009,AR,3,0.208333333333
2009,AZ,0,0.83064516129
2009,AZ,3,0.16935483871
2009,CA,0,0.840985442329
2009,CA,3,0.159014557671
2009,CO,0,0.880341880342
2009,CO,3,0.119658119658
2009,CT,0,0.89898989899
2009,CT,3,0.10101010101
2009,DC,0,0.888888888889
2009,DC,3,0.111111111111
2009,DE,0,0.869565217391
2009,DE,3,0.130434782609
2009,FL,0,0.825757575758
2009,FL,3,0.174242424242
2009,GA,0,0.84126984127
2009,GA,3,0.15873015873
2009,HI,0,0.777777777778
2009,HI,3,0.222222222222
2009,IL,0,0.866028708134
2009,IL,3,0.133971291866
2009,KS,0,0.854166666667
2009,KS,3,0.145833333333
2009,KY,0,0.945945945946
2009,KY,3,0.0540540540541
2009,LA,0,0.901960784314
2009,LA,3,0.0980392156863
2009,MA,0,0.90625
2009,MA,3,0.09375
2009,MD,0,0.901408450704
2009,MD,3,0.0985915492958
2009,MI,0,0.861788617886
2009,MI,3,0.138211382114
2009,MN,0,0.8875
2009,MN,3,0.1125
2009,MO,0,0.808219178082
2009,MO,3,0.191780821918
2009,MS,0,0.846153846154
2009,MS,3,0.153846153846
2009,MT,0,0.714285714286
2009,MT,3,0.285714285714
2009,NH,0,0.8
2009,NH,3,0.2
2009,NJ,0,0.861924686192
2009,NJ,3,0.138075313808
2009,NM,0,0.896551724138
2009,NM,3,0.103448275862
2009,NV,0,0.712121212121
2009,NV,3,0.287878787879
2009,NY,0,0.899803536346
2009,NY,3,0.100196463654
2009,OH,0,0.913978494624
2009,OH,3,0.0860215053763
2009,OK,0,0.805555555556
2009,OK,3,0.194444444444
2009,OR,0,0.785714285714
2009,OR,3,0.214285714286
2009,PA,0,0.877551020408
2009,PA,3,0.122448979592
2009,RI,0,0.896551724138
2009,RI,3,0.103448275862
2009,SC,0,0.859375
2009,SC,3,0.140625
2009,SD,0,0.666666666667
2009,SD,3,0.333333333333
2009,TX,0,0.88188976378
2009,TX,3,0.11811023622
2009,UT,0,0.820512820513
2009,UT,3,0.179487179487
2009,VA,0,0.882352941176
2009,VA,3,0.117647058824
2009,VT,0,0.6
2009,VT,3,0.4
2009,WA,0,0.867256637168
2009,WA,3,0.132743362832
2009,WI,0,0.885245901639
2009,WI,3,0.114754098361
2009,WV,0,0.807692307692
2009,WV,3,0.192307692308
2009,WY,0,1.0
2010,AK,0,0.857142857143
2010,AK,3,0.142857142857
2010,AL,0,0.891025641026
2010,AL,3,0.108974358974
2010,AR,0,0.8625
2010,AR,3,0.1375
2010,AZ,0,0.891472868217
2010,AZ,3,0.108527131783
2010,CA,0,0.848758465011
2010,CA,3,0.15079006772
2010,CA,2,0.000451467268623
2010,CO,0,0.856617647059
2010,CO,3,0.143382352941
2010,CT,0,0.892720306513
2010,CT,3,0.107279693487
2010,DC,0,0.984375
2010,DC,3,0.015625
2010,DE,0,0.875
2010,DE,3,0.125
2010,FL,0,0.842473745624
2010,FL,3,0.157526254376
2010,GA,0,0.843137254902
2010,GA,3,0.154684095861
2010,GA,2,0.00217864923747
2010,HI,0,0.772727272727
2010,HI,3,0.227272727273
2010,IA,0,1.0
2010,IL,0,0.88605108055
2010,IL,3,0.11394891945
2010,KS,0,0.892857142857
2010,KS,3,0.107142857143
2010,KY,0,0.843137254902
2010,KY,3,0.156862745098
2010,LA,0,0.81679389313
2010,LA,3,0.18320610687
2010,MA,0,0.872117400419
2010,MA,3,0.127882599581
2010,MD,0,0.847701149425
2010,MD,3,0.152298850575
2010,MI,0,0.864541832669
2010,MI,3,0.135458167331
2010,MN,0,0.835897435897
2010,MN,3,0.164102564103
2010,MO,0,0.786324786325
2010,MO,3,0.213675213675
2010,MT,0,0.96
2010,MT,3,0.04
2010,NC,0,0.831460674157
2010,NC,3,0.168539325843
2010,NH,0,0.892857142857
2010,NH,3,0.107142857143
2010,NJ,0,0.838235294118
2010,NJ,3,0.161764705882
2010,NM,0,0.830769230769
2010,NM,3,0.169230769231
2010,NV,0,0.782258064516
2010,NV,3,0.217741935484
2010,NY,0,0.878714859438
2010,NY,3,0.121285140562
2010,OH,0,0.883597883598
2010,OH,3,0.116402116402
2010,OK,0,0.894117647059
2010,OK,3,0.105882352941
2010,OR,0,0.86013986014
2010,OR,3,0.13986013986
2010,PA,0,0.874531835206
2010,PA,3,0.125468164794
2010,RI,0,0.898305084746
2010,RI,3,0.101694915254
2010,SC,0,0.858208955224
2010,SC,3,0.141791044776
2010,SD,0,0.8125
2010,SD,3,0.1875
2010,TX,0,0.870349492672
2010,TX,3,0.129650507328
2010,UT,0,0.844155844156
2010,UT,3,0.155844155844
2010,VA,0,0.889121338912
2010,VA,3,0.110878661088
2010,VT,0,0.928571428571
2010,VT,3,0.0714285714286
2010,WA,0,0.813278008299
2010,WA,3,0.186721991701
2010,WI,0,0.807228915663
2010,WI,3,0.192771084337
2010,WV,0,0.910447761194
2010,WV,3,0.089552238806
2010,WY,0,0.965517241379
2010,WY,3,0.0344827586207
2011,AK,0,0.745098039216
2011,AK,3,0.196078431373
2011,AK,1,0.0392156862745
2011,AK,2,0.0196078431373
2011,AL,0,0.797520661157
2011,AL,3,0.132231404959
2011,AL,1,0.0702479338843
2011,AR,0,0.828767123288
2011,AR,3,0.102739726027
2011,AR,1,0.0684931506849
2011,AZ,0,0.785123966942
2011,AZ,3,0.146694214876
2011,AZ,1,0.0640495867769
2011,AZ,2,0.00413223140496
2011,CA,0,0.794865145228
2011,CA,3,0.165197095436
2011,CA,1,0.0389004149378
2011,CA,2,0.00103734439834
2011,CO,0,0.825065274151
2011,CO,3,0.107049608355
2011,CO,1,0.0678851174935
2011,CT,0,0.786069651741
2011,CT,3,0.144278606965
2011,CT,1,0.0696517412935
2011,DC,0,0.901785714286
2011,DC,3,0.0714285714286
2011,DC,1,0.0267857142857
2011,DE,0,0.910714285714
2011,DE,3,0.0714285714286
2011,DE,1,0.0178571428571
2011,FL,0,0.764962593516
2011,FL,3,0.178304239401
2011,FL,1,0.0536159600998
2011,FL,2,0.00311720698254
2011,GA,0,0.795297372061
2011,GA,3,0.150760719225
2011,GA,1,0.0539419087137
2011,HI,0,0.792452830189
2011,HI,3,0.132075471698
2011,HI,1,0.0754716981132
2011,IL,0,0.797897196262
2011,IL,3,0.147196261682
2011,IL,1,0.0549065420561
2011,KS,0,0.79057591623
2011,KS,3,0.120418848168
2011,KS,1,0.0890052356021
2011,KY,0,0.751219512195
2011,KY,3,0.170731707317
2011,KY,1,0.0682926829268
2011,KY,2,0.00975609756098
2011,LA,0,0.857142857143
2011,LA,3,0.107142857143
2011,LA,1,0.0357142857143
2011,MA,0,0.792944785276
2011,MA,3,0.134969325153
2011,MA,1,0.069018404908
2011,MA,2,0.00306748466258
2011,MD,0,0.769090909091
2011,MD,3,0.172727272727
2011,MD,1,0.0545454545455
2011,MD,2,0.00363636363636
2011,MI,0,0.785907859079
2011,MI,3,0.165311653117
2011,MI,1,0.0487804878049
2011,MN,0,0.83185840708
2011,MN,3,0.135693215339
2011,MN,1,0.0294985250737
2011,MN,2,0.00294985250737
2011,MO,0,0.808564231738
2011,MO,3,0.151133501259
2011,MO,1,0.0403022670025
2011,MS,0,1.0
2011,MT,0,0.78431372549
2011,MT,3,0.176470588235
2011,MT,1,0.0392156862745
2011,NC,0,0.800302571861
2011,NC,3,0.14069591528
2011,NC,1,0.0574886535552
2011,NC,2,0.00151285930408
2011,NH,0,0.788888888889
2011,NH,3,0.144444444444
2011,NH,1,0.0666666666667
2011,NJ,0,0.785140562249
2011,NJ,3,0.149598393574
2011,NJ,1,0.0632530120482
2011,NJ,2,0.00200803212851
2011,NM,0,0.728260869565
2011,NM,3,0.195652173913
2011,NM,1,0.0760869565217
2011,NV,0,0.728758169935
2011,NV,3,0.209150326797
2011,NV,1,0.0588235294118
2011,NV,2,0.00326797385621
2011,NY,0,0.796743956586
2011,NY,3,0.144548593981
2011,NY,1,0.0572274296991
2011,NY,2,0.0014800197336
2011,OH,0,0.776162790698
2011,OH,3,0.154069767442
2011,OH,1,0.0683139534884
2011,OH,2,0.00145348837209
2011,OK,0,0.790055248619
2011,OK,3,0.138121546961
2011,OK,1,0.0662983425414
2011,OK,2,0.00552486187845
2011,OR,0,0.765432098765
2011,OR,3,0.168724279835
2011,OR,1,0.0658436213992
2011,PA,0,0.794676806084
2011,PA,3,0.140684410646
2011,PA,1,0.0621039290241
2011,PA,2,0.00253485424588
2011,RI,0,0.798076923077
2011,RI,3,0.153846153846
2011,RI,1,0.0480769230769
2011,SC,0,0.806818181818
2011,SC,3,0.143939393939
2011,SC,1,0.0492424242424
2011,SD,0,0.75
2011,SD,3,0.2
2011,SD,1,0.05
2011,TN,0,1.0
2011,TX,0,0.827328348063
2011,TX,3,0.12168592794
2011,TX,1,0.0475866757308
2011,TX,2,0.00339904826649
2011,UT,0,0.813432835821
2011,UT,3,0.134328358209
2011,UT,1,0.044776119403
2011,UT,2,0.00746268656716
2011,VA,0,0.8
2011,VA,3,0.145070422535
2011,VA,1,0.0535211267606
2011,VA,2,0.00140845070423
2011,VT,0,0.848484848485
2011,VT,3,0.121212121212
2011,VT,1,0.030303030303
2011,WA,0,0.801268498943
2011,WA,3,0.14799154334
2011,WA,1,0.0507399577167
2011,WI,0,0.779116465863
2011,WI,3,0.140562248996
2011,WI,1,0.0803212851406
2011,WV,0,0.815217391304
2011,WV,3,0.130434782609
2011,WV,1,0.054347826087
2011,WY,0,0.853658536585
2011,WY,1,0.0731707317073
2011,WY,3,0.0731707317073
2012,AK,0,0.831460674157
2012,AK,3,0.101123595506
2012,AK,1,0.061797752809
2012,AK,2,0.00561797752809
2012,AL,0,0.73381294964
2012,AL,3,0.189928057554
2012,AL,1,0.0719424460432
2012,AL,2,0.00431654676259
2012,AR,0,0.758865248227
2012,AR,3,0.177304964539
2012,AR,1,0.0567375886525
2012,AR,2,0.00709219858156
2012,AZ,0,0.785774058577
2012,AZ,3,0.172384937238
2012,AZ,1,0.0410041841004
2012,AZ,2,0.000836820083682
2012,CA,0,0.80483070951
2012,CA,3,0.154518007332
2012,CA,1,0.0383868880742
2012,CA,2,0.00226439508303
2012,CO,0,0.797202797203
2012,CO,3,0.142857142857
2012,CO,1,0.0549450549451
2012,CO,2,0.004995004995
2012,CT,0,0.769409038239
2012,CT,3,0.152954808806
2012,CT,1,0.0730011587486
2012,CT,2,0.00463499420626
2012,DC,0,0.900584795322
2012,DC,3,0.0643274853801
2012,DC,1,0.0350877192982
2012,DE,0,0.747899159664
2012,DE,3,0.18487394958
2012,DE,1,0.0672268907563
2012,FL,0,0.768806419258
2012,FL,3,0.17703109328
2012,FL,1,0.0531594784353
2012,FL,2,0.00100300902708
2012,GA,0,0.7776420281
2012,GA,3,0.156994502138
2012,GA,1,0.0629199755651
2012,GA,2,0.0024434941967
2012,HI,0,0.790476190476
2012,HI,3,0.171428571429
2012,HI,1,0.0380952380952
2012,IL,0,0.80654616512
2012,IL,3,0.127015144113
2012,IL,1,0.0635075720567
2012,IL,2,0.00293111871031
2012,IN,0,0.5
2012,IN,3,0.346153846154
2012,IN,1,0.153846153846
2012,KS,0,0.800399201597
2012,KS,3,0.12375249501
2012,KS,1,0.0698602794411
2012,KS,2,0.0059880239521
2012,KY,0,0.786026200873
2012,KY,3,0.133187772926
2012,KY,1,0.0807860262009
2012,LA,0,0.776758409786
2012,LA,3,0.162079510703
2012,LA,1,0.0581039755352
2012,LA,2,0.00305810397554
2012,MA,0,0.777696793003
2012,MA,3,0.147959183673
2012,MA,1,0.0706997084548
2012,MA,2,0.0036443148688
2012,MD,0,0.780879864636
2012,MD,3,0.156514382403
2012,MD,1,0.0609137055838
2012,MD,2,0.00169204737733
2012,MI,0,0.761786600496
2012,MI,3,0.172870140612
2012,MI,1,0.0628618693135
2012,MI,2,0.00248138957816
2012,MN,0,0.780790960452
2012,MN,3,0.144632768362
2012,MN,1,0.0723163841808
2012,MN,2,0.00225988700565
2012,MO,0,0.758293838863
2012,MO,3,0.159952606635
2012,MO,1,0.0793838862559
2012,MO,2,0.00236966824645
2012,MS,0,1.0
2012,MT,0,0.80981595092
2012,MT,3,0.141104294479
2012,MT,1,0.0490797546012
2012,NC,0,0.77959697733
2012,NC,3,0.156171284635
2012,NC,1,0.0629722921914
2012,NC,2,0.00125944584383
2012,NE,3,1.0
2012,NH,0,0.823293172691
2012,NH,3,0.10843373494
2012,NH,1,0.0602409638554
2012,NH,2,0.00803212851406
2012,NJ,0,0.765714285714
2012,NJ,3,0.172857142857
2012,NJ,1,0.06
2012,NJ,2,0.00142857142857
2012,NM,0,0.776978417266
2012,NM,3,0.169064748201
2012,NM,1,0.0503597122302
2012,NM,2,0.00359712230216
2012,NV,0,0.77904040404
2012,NV,3,0.17297979798
2012,NV,1,0.0467171717172
2012,NV,2,0.00126262626263
2012,NY,0,0.772380019589
2012,NY,3,0.169245837414
2012,NY,1,0.0532810969638
2012,NY,2,0.0050930460333
2012,OH,0,0.775128865979
2012,OH,3,0.151417525773
2012,OH,1,0.0708762886598
2012,OH,2,0.00257731958763
2012,OK,0,0.783783783784
2012,OK,3,0.153153153153
2012,OK,1,0.0585585585586
2012,OK,2,0.0045045045045
2012,OR,0,0.802710843373
2012,OR,3,0.143072289157
2012,OR,1,0.0542168674699
2012,PA,0,0.77892325315
2012,PA,3,0.145475372279
2012,PA,1,0.073883161512
2012,PA,2,0.00171821305842
2012,RI,0,0.738775510204
2012,RI,3,0.212244897959
2012,RI,1,0.0489795918367
2012,SC,0,0.749603803487
2012,SC,3,0.156893819334
2012,SC,1,0.0919175911252
2012,SC,2,0.00158478605388
2012,SD,0,0.883333333333
2012,SD,3,0.108333333333
2012,SD,1,0.00833333333333
2012,TX,0,0.816221284576
2012,TX,3,0.132911392405
2012,TX,1,0.0489920300047
2012,TX,2,0.00187529301453
2012,UT,0,0.804177545692
2012,UT,3,0.161879895561
2012,UT,1,0.0313315926893
2012,UT,2,0.00261096605744
2012,VA,0,0.774328358209
2012,VA,3,0.155820895522
2012,VA,1,0.0662686567164
2012,VA,2,0.00358208955224
2012,VT,0,0.75572519084
2012,VT,3,0.18320610687
2012,VT,1,0.0610687022901
2012,WA,0,0.794141578519
2012,WA,3,0.160292921074
2012,WA,1,0.0431244914565
2012,WA,2,0.00244100895037
2012,WI,0,0.778325123153
2012,WI,3,0.147783251232
2012,WI,1,0.072249589491
2012,WI,2,0.00164203612479
2012,WV,0,0.842342342342
2012,WV,3,0.103603603604
2012,WV,1,0.0540540540541
2012,WY,0,0.832
2012,WY,3,0.104
2012,WY,1,0.064
